time(unix),tc,p1,p2,p3
1674086693,0503,0704,0802,0904,
1674086693,0503,0706,0801,0904,
1674086693,0502,0708,0807,0907,
1674086693,0506,0703,0808,0902,
1674086693,0504,0708,0809,0900,
1674086693,0503,0705,0806,0904,
1674086693,0504,0704,0806,0901,
1674086693,0500,0701,0807,0905,
1674086693,0507,0701,0802,0900,
1674086693,0508,0703,0806,0900,
1674086693,0503,0704,0800,0900,
1674086693,0507,0700,0804,0903,
1674086693,0500,0704,0803,0903,
1674086693,0509,0702,0809,0906,
1674086693,0508,0705,0807,0900,
1674086693,0509,0706,0806,0908,
1674086693,0507,0708,0801,0905,
1674086693,0503,0707,0808,0907,
1674086693,0501,0700,0809,0900,
1674086693,0500,0703,0803,0900,
1674086693,0509,0709,0805,0901,
1674086693,0501,0705,0807,0901,
1674086693,0502,0706,0802,0903,
1674086693,0502,0708,0802,0909,
1674086693,0508,0703,0807,0901,
1674086693,0502,0707,0800,0904,
1674086693,0507,0709,0804,0907,
1674086693,0505,0700,0809,0906,
1674086693,0509,0704,0809,0902,
1674086693,0501,0706,0803,0904,
1674086693,0504,0705,0809,0906,
1674086693,0505,0703,0808,0903,
1674086693,0508,0707,0807,0901,
1674086693,0504,0709,0807,0903,
1674086693,0501,0701,0802,0908,
1674086693,0501,0701,0804,0902,
1674086693,0505,0704,0806,0909,
1674086693,0502,0700,0805,0907,
1674086693,0507,0704,0805,0905,
1674086693,0500,0703,0800,0908,
1674086693,0500,0709,0809,0906,
1674086693,0509,0706,0809,0900,
1674086693,0500,0701,0808,0903,
1674086693,0504,0704,0806,0902,
1674086693,0500,0702,0801,0903,
1674086693,0504,0706,0800,0904,
1674086693,0502,0705,0801,0902,
1674086693,0501,0701,0801,0903,
1674086693,0501,0702,0800,0902,
1674086693,0509,0701,0802,0901,
1674086693,0505,0702,0804,0909,
1674086693,0508,0700,0801,0909,
1674086693,0505,0704,0802,0901,
1674086693,0502,0704,0805,0905,
1674086693,0501,0708,0807,0902,
1674086693,0500,0700,0806,0903,
1674086693,0503,0708,0805,0904,
1674086693,0501,0709,0805,0906,
1674086693,0503,0709,0808,0901,
1674086693,0502,0701,0800,0909,
1674086693,0506,0704,0800,0908,
1674086693,0500,0708,0805,0902,
1674086693,0506,0703,0806,0908,
1674086693,0505,0704,0801,0908,
1674086693,0502,0706,0802,0906,
1674086693,0507,0707,0802,0900,
1674086693,0509,0702,0802,0901,
1674086693,0504,0704,0800,0902,
1674086693,0501,0702,0802,0901,
1674086693,0500,0708,0803,0909,
1674086693,0503,0700,0807,0908,
1674086693,0504,0709,0809,0909,
1674086693,0507,0701,0807,0905,
1674086693,0501,0701,0807,0900,
1674086693,0504,0709,0803,0900,
1674086693,0506,0703,0804,0907,
1674086693,0505,0706,0800,0908,
1674086693,0506,0704,0809,0909,
1674086693,0506,0706,0800,0902,
1674086693,0507,0709,0803,0907,
1674086693,0502,0700,0802,0905,
1674086693,0502,0709,0807,0906,
1674086693,0501,0700,0808,0909,
1674086693,0503,0702,0806,0901,
1674086693,0508,0706,0801,0907,
1674086693,0502,0700,0808,0900,
1674086693,0508,0708,0803,0906,
1674086693,0509,0706,0803,0904,
1674086693,0509,0707,0809,0901,
1674086693,0508,0707,0809,0909,
1674086693,0509,0707,0800,0905,
1674086693,0509,0708,0808,0909,
1674086693,0507,0709,0806,0909,
1674086693,0501,0705,0800,0909,
1674086693,0505,0705,0807,0907,
1674086693,0503,0702,0803,0902,
1674086693,0509,0704,0805,0900,
1674086693,0503,0704,0809,0903,
1674086693,0501,0702,0808,0902,
1674086693,0500,0706,0802,0907,
1674086693,0507,0708,0807,0908,
1674086693,0505,0709,0809,0903,
1674086693,0506,0707,0802,0909,
1674086693,0509,0705,0804,0901,
1674086693,0509,0709,0801,0903,
1674086693,0504,0702,0808,0907,
1674086693,0504,0706,0800,0905,
1674086693,0502,0702,0804,0909,
1674086693,0502,0703,0809,0900,
1674086693,0502,0708,0805,0900,
1674086693,0505,0707,0802,0907,
1674086693,0502,0706,0800,0903,
1674086693,0507,0701,0806,0903,
1674086693,0505,0706,0801,0902,
1674086693,0502,0701,0807,0906,
1674086693,0505,0703,0807,0909,
1674086694,0507,0706,0809,0901,
1674086694,0507,0704,0802,0904,
1674086694,0501,0704,0803,0905,
1674086694,0502,0703,0809,0909,
1674086694,0506,0707,0805,0902,
1674086694,0504,0706,0804,0908,
1674086694,0509,0703,0805,0904,
1674086694,0506,0704,0803,0903,
1674086694,0501,0705,0805,0900,
1674086694,0509,0709,0804,0903,
1674086694,0503,0708,0808,0907,
1674086694,0501,0709,0806,0908,
1674086694,0507,0701,0802,0903,
1674086694,0509,0706,0801,0908,
1674086694,0501,0708,0804,0907,
1674086694,0503,0708,0803,0906,
1674086694,0505,0708,0806,0904,
1674086694,0507,0700,0809,0902,
1674086694,0508,0708,0809,0902,
1674086694,0509,0707,0802,0906,
1674086694,0501,0704,0801,0902,
1674086694,0502,0703,0801,0903,
1674086694,0503,0707,0802,0906,
1674086694,0507,0705,0802,0902,
1674086694,0505,0708,0807,0904,
1674086694,0501,0706,0808,0901,
1674086694,0506,0709,0805,0906,
1674086694,0507,0707,0804,0900,
1674086694,0503,0708,0802,0905,
1674086694,0501,0705,0800,0906,
1674086694,0503,0703,0803,0900,
1674086694,0500,0707,0803,0908,
1674086694,0506,0702,0802,0909,
1674086694,0500,0701,0800,0909,
1674086694,0500,0706,0807,0909,
1674086694,0505,0701,0801,0909,
1674086694,0501,0704,0806,0902,
1674086694,0501,0707,0801,0904,
1674086694,0502,0704,0807,0902,
1674086694,0501,0702,0800,0909,
1674086694,0504,0705,0808,0906,
1674086694,0508,0701,0805,0908,
1674086694,0509,0704,0800,0904,
1674086694,0508,0701,0805,0909,
1674086694,0507,0702,0804,0909,
1674086694,0509,0705,0805,0901,
1674086694,0509,0704,0805,0902,
1674086694,0506,0706,0804,0902,
1674086694,0503,0704,0801,0901,
1674086694,0505,0708,0801,0906,
1674086694,0503,0701,0803,0901,
1674086694,0505,0708,0800,0904,
1674086694,0502,0704,0805,0901,
1674086694,0509,0701,0804,0900,
1674086694,0507,0702,0805,0906,
1674086694,0500,0709,0808,0903,
1674086694,0503,0709,0804,0901,
1674086694,0500,0705,0807,0903,
1674086694,0509,0702,0804,0904,
1674086694,0503,0704,0808,0905,
1674086694,0501,0706,0809,0902,
1674086694,0507,0705,0803,0906,
1674086694,0507,0708,0802,0907,
1674086694,0507,0703,0800,0902,
1674086694,0504,0704,0803,0904,
1674086694,0502,0703,0807,0901,
1674086694,0505,0703,0807,0900,
1674086694,0500,0707,0806,0901,
1674086694,0503,0705,0803,0902,
1674086694,0502,0708,0809,0900,
1674086694,0506,0701,0807,0905,
1674086694,0506,0700,0808,0901,
1674086694,0504,0703,0805,0906,
1674086694,0506,0703,0809,0904,
1674086694,0508,0706,0804,0908,
1674086694,0504,0700,0809,0909,
1674086694,0507,0705,0802,0900,
1674086694,0503,0701,0802,0902,
1674086694,0504,0709,0807,0901,
1674086694,0509,0707,0802,0906,
1674086694,0501,0709,0804,0909,
1674086694,0504,0704,0803,0903,
1674086694,0502,0708,0801,0908,
1674086694,0500,0703,0808,0900,
1674086694,0508,0700,0802,0903,
1674086694,0503,0704,0807,0909,
1674086694,0505,0705,0802,0907,
1674086694,0504,0706,0803,0905,
1674086694,0506,0709,0805,0900,
1674086694,0505,0700,0803,0908,
1674086694,0500,0707,0806,0901,
1674086694,0500,0704,0803,0900,
1674086694,0506,0707,0805,0901,
1674086694,0503,0703,0801,0908,
1674086694,0500,0705,0805,0904,
1674086694,0502,0700,0802,0900,
1674086694,0502,0707,0800,0907,
1674086694,0507,0706,0805,0908,
1674086694,0503,0704,0801,0905,
1674086694,0500,0706,0807,0907,
1674086694,0503,0702,0800,0906,
1674086694,0507,0703,0806,0907,
1674086694,0509,0704,0804,0901,
1674086694,0506,0706,0801,0908,
1674086694,0505,0703,0806,0904,
1674086694,0501,0701,0802,0906,
1674086694,0507,0705,0801,0908,
1674086694,0503,0700,0807,0908,
1674086694,0505,0707,0806,0902,
1674086694,0501,0703,0802,0900,
1674086694,0507,0706,0803,0903,
1674086694,0504,0706,0802,0909,
1674086694,0509,0700,0803,0901,
1674086694,0503,0708,0807,0901,
1674086694,0505,0701,0809,0909,
1674086694,0501,0708,0807,0908,
1674086694,0505,0704,0801,0908,
1674086694,0509,0705,0808,0906,
1674086694,0501,0701,0801,0905,
1674086694,0509,0705,0804,0909,
1674086694,0505,0709,0802,0901,
1674086694,0507,0701,0802,0903,
1674086694,0502,0703,0802,0906,
1674086694,0503,0701,0804,0908,
1674086694,0507,0707,0807,0906,
1674086694,0502,0707,0802,0903,
1674086694,0501,0706,0800,0900,
1674086694,0503,0706,0801,0901,
1674086694,0506,0703,0802,0905,
1674086694,0505,0706,0808,0907,
1674086694,0501,0702,0805,0904,
1674086694,0504,0700,0802,0903,
1674086694,0509,0701,0800,0902,
1674086694,0501,0702,0807,0902,
1674086694,0500,0708,0802,0904,
1674086694,0506,0704,0805,0904,
1674086694,0509,0707,0800,0904,
1674086694,0505,0700,0804,0906,
1674086694,0503,0709,0800,0909,
1674086694,0501,0704,0802,0901,
1674086694,0508,0702,0803,0909,
1674086694,0507,0700,0801,0909,
1674086694,0500,0705,0803,0909,
1674086694,0501,0700,0803,0901,
1674086694,0509,0705,0807,0904,
1674086694,0506,0701,0802,0909,
1674086694,0503,0702,0800,0904,
1674086694,0509,0704,0807,0909,
1674086694,0509,0700,0808,0906,
1674086694,0503,0701,0805,0905,
1674086694,0508,0701,0804,0900,
1674086694,0503,0700,0803,0903,
1674086694,0505,0700,0809,0901,
1674086694,0502,0702,0802,0905,
1674086694,0506,0704,0801,0905,
1674086694,0509,0709,0804,0908,
1674086694,0509,0704,0806,0904,
1674086694,0507,0703,0802,0906,
1674086694,0504,0708,0806,0908,
1674086694,0508,0709,0803,0906,
1674086694,0501,0702,0809,0903,
1674086694,0504,0702,0800,0901,
1674086694,0506,0702,0808,0907,
1674086694,0501,0705,0805,0902,
1674086694,0501,0701,0809,0909,
1674086694,0507,0701,0805,0903,
1674086694,0509,0703,0803,0900,
1674086694,0504,0706,0808,0905,
1674086694,0501,0707,0809,0905,
1674086694,0509,0701,0808,0908,
1674086694,0503,0709,0807,0904,
1674086694,0506,0703,0809,0907,
1674086694,0506,0708,0806,0905,
1674086694,0509,0701,0809,0900,
1674086694,0506,0702,0800,0900,
1674086694,0509,0708,0806,0900,
1674086694,0508,0707,0807,0907,
1674086694,0508,0708,0807,0904,
1674086694,0507,0705,0808,0905,
1674086694,0500,0707,0802,0908,
1674086694,0505,0709,0804,0906,
1674086694,0502,0703,0807,0909,
1674086694,0505,0709,0801,0906,
1674086694,0500,0707,0808,0908,
1674086694,0506,0708,0807,0907,
1674086694,0506,0705,0801,0905,
1674086694,0502,0709,0800,0904,
1674086694,0509,0702,0802,0906,
1674086694,0503,0708,0803,0908,
1674086694,0501,0702,0809,0909,
1674086694,0501,0700,0807,0903,
1674086694,0500,0706,0801,0906,
1674086694,0504,0709,0803,0902,
1674086694,0506,0706,0807,0900,
1674086694,0506,0707,0804,0907,
1674086694,0501,0708,0805,0907,
1674086694,0507,0700,0805,0900,
1674086694,0502,0706,0801,0906,
1674086694,0506,0709,0809,0908,
1674086694,0507,0701,0807,0901,
1674086694,0502,0702,0803,0900,
1674086694,0509,0702,0800,0907,
1674086694,0509,0706,0804,0902,
1674086694,0504,0701,0809,0903,
1674086694,0502,0706,0804,0906,
1674086694,0502,0707,0802,0901,
1674086694,0506,0704,0809,0903,
1674086694,0505,0708,0806,0909,
1674086694,0501,0701,0809,0900,
1674086694,0503,0709,0807,0904,
1674086694,0505,0703,0807,0901,
1674086694,0504,0708,0805,0908,
1674086694,0507,0701,0805,0909,
1674086694,0508,0709,0802,0907,
1674086694,0503,0704,0800,0900,
1674086694,0502,0709,0809,0903,
1674086694,0500,0700,0805,0904,
1674086694,0509,0702,0808,0906,
1674086694,0507,0705,0808,0904,
1674086694,0506,0705,0802,0903,
1674086694,0506,0709,0804,0904,
1674086694,0509,0707,0801,0904,
1674086694,0501,0704,0805,0905,
1674086694,0503,0706,0809,0903,
1674086694,0507,0706,0807,0908,
1674086694,0509,0708,0805,0908,
1674086694,0505,0705,0804,0901,
1674086694,0500,0709,0806,0906,
1674086694,0508,0701,0802,0909,
1674086694,0508,0706,0806,0901,
1674086694,0500,0703,0806,0905,
1674086694,0509,0707,0800,0908,
1674086694,0504,0700,0807,0905,
1674086694,0508,0702,0805,0903,
1674086694,0507,0700,0805,0907,
1674086694,0509,0701,0805,0909,
1674086694,0504,0707,0801,0904,
1674086694,0505,0707,0805,0907,
1674086694,0500,0704,0802,0901,
1674086694,0503,0705,0800,0909,
1674086694,0505,0707,0804,0903,
1674086694,0501,0702,0808,0900,
1674086694,0502,0705,0809,0903,
1674086694,0509,0704,0802,0903,
1674086694,0503,0703,0808,0909,
1674086694,0502,0705,0808,0904,
1674086694,0509,0701,0806,0905,
1674086694,0508,0706,0804,0903,
1674086694,0505,0701,0808,0906,
1674086694,0503,0706,0806,0905,
1674086694,0502,0705,0800,0901,
1674086694,0501,0702,0806,0904,
1674086694,0508,0704,0805,0902,
1674086694,0500,0704,0807,0901,
1674086694,0507,0703,0806,0905,
1674086694,0501,0703,0800,0906,
1674086694,0504,0708,0804,0907,
1674086694,0506,0700,0804,0900,
1674086694,0507,0704,0803,0908,
1674086694,0508,0700,0804,0908,
1674086694,0504,0700,0801,0906,
1674086694,0506,0708,0808,0903,
1674086694,0503,0706,0800,0904,
1674086694,0501,0700,0802,0905,
1674086694,0500,0706,0804,0908,
1674086694,0508,0700,0809,0905,
1674086694,0504,0702,0805,0905,
1674086694,0502,0701,0803,0909,
1674086694,0503,0704,0807,0909,
1674086694,0504,0707,0804,0907,
1674086694,0504,0706,0803,0907,
1674086694,0508,0707,0803,0908,
1674086694,0505,0709,0809,0903,
1674086694,0500,0708,0800,0906,
1674086694,0502,0707,0801,0907,
1674086694,0509,0705,0808,0902,
1674086694,0501,0705,0802,0906,
1674086694,0503,0708,0805,0907,
1674086694,0505,0701,0806,0903,
1674086694,0500,0709,0804,0906,
1674086694,0501,0703,0809,0901,
1674086694,0503,0702,0807,0907,
1674086694,0509,0701,0804,0908,
1674086694,0506,0702,0803,0909,
1674086694,0508,0707,0805,0901,
1674086694,0505,0703,0800,0902,
1674086694,0506,0706,0808,0906,
1674086694,0508,0704,0804,0909,
1674086694,0509,0706,0802,0902,
1674086694,0508,0701,0809,0909,
1674086694,0502,0706,0808,0908,
1674086694,0508,0703,0808,0908,
1674086694,0500,0705,0809,0905,
1674086694,0500,0701,0800,0908,
1674086694,0508,0708,0807,0908,
1674086694,0502,0701,0809,0901,
1674086694,0507,0701,0805,0905,
1674086694,0502,0706,0805,0905,
1674086694,0502,0705,0805,0903,
1674086694,0508,0705,0801,0908,
1674086694,0503,0703,0805,0905,
1674086694,0504,0707,0804,0904,
1674086694,0505,0701,0802,0909,
1674086694,0502,0703,0802,0900,
1674086694,0504,0709,0807,0909,
1674086694,0506,0704,0806,0900,
1674086694,0509,0703,0803,0909,
1674086694,0501,0705,0809,0904,
1674086694,0500,0707,0801,0904,
1674086694,0504,0707,0801,0902,
1674086694,0508,0705,0803,0903,
1674086694,0509,0708,0805,0905,
1674086694,0507,0702,0806,0903,
1674086694,0509,0702,0804,0908,
1674086694,0508,0709,0800,0909,
1674086694,0504,0701,0805,0906,
1674086694,0508,0706,0801,0905,
1674086694,0504,0702,0809,0904,
1674086694,0509,0702,0809,0908,
1674086694,0500,0704,0804,0900,
1674086694,0509,0700,0805,0908,
1674086694,0505,0709,0808,0905,
1674086694,0501,0708,0804,0907,
1674086694,0500,0701,0804,0900,
1674086694,0509,0705,0805,0903,
1674086694,0509,0706,0800,0908,
1674086694,0509,0709,0809,0901,
1674086694,0506,0705,0803,0905,
1674086694,0507,0709,0805,0902,
1674086694,0500,0703,0807,0901,
1674086694,0504,0703,0809,0906,
1674086694,0504,0703,0806,0904,
1674086694,0500,0704,0809,0901,
1674086694,0500,0701,0801,0901,
1674086694,0503,0700,0805,0909,
1674086694,0505,0708,0806,0903,
1674086694,0507,0701,0807,0908,
1674086694,0504,0707,0801,0900,
1674086694,0502,0700,0806,0907,
1674086694,0505,0705,0803,0907,
1674086694,0501,0704,0808,0901,
1674086694,0506,0700,0805,0909,
1674086694,0502,0700,0800,0900,
1674086694,0500,0706,0805,0900,
1674086694,0507,0702,0800,0903,
1674086694,0501,0701,0804,0904,
1674086694,0504,0700,0803,0909,
1674086694,0507,0706,0807,0908,
1674086694,0500,0707,0802,0908,
1674086694,0507,0707,0809,0902,
1674086694,0509,0709,0802,0909,
1674086694,0505,0707,0801,0902,
1674086694,0501,0701,0806,0903,
1674086694,0503,0702,0807,0907,
1674086694,0504,0700,0808,0902,
1674086694,0508,0705,0800,0908,
1674086694,0503,0704,0809,0902,
1674086694,0501,0708,0804,0902,
1674086694,0508,0708,0804,0903,
1674086694,0505,0705,0808,0907,
1674086694,0507,0704,0800,0902,
1674086694,0508,0709,0809,0902,
1674086694,0509,0709,0806,0907,
1674086694,0505,0707,0807,0900,
1674086694,0503,0706,0804,0907,
1674086694,0505,0709,0809,0905,
1674086694,0509,0703,0808,0905,
1674086694,0501,0706,0804,0900,
1674086694,0502,0706,0802,0900,
1674086694,0505,0703,0805,0906,
1674086694,0502,0701,0805,0909,
1674086694,0500,0702,0809,0904,
1674086694,0501,0706,0801,0908,
1674086694,0507,0700,0803,0906,
1674086694,0506,0703,0803,0907,
1674086694,0500,0707,0809,0904,
1674086694,0503,0701,0805,0900,
1674086694,0504,0700,0806,0908,
1674086694,0501,0701,0808,0902,
1674086694,0506,0709,0806,0907,
1674086694,0505,0709,0807,0902,
1674086694,0509,0702,0801,0907,
1674086694,0505,0704,0806,0905,
1674086694,0502,0705,0802,0907,
1674086694,0506,0707,0808,0902,
1674086694,0509,0704,0801,0902,
1674086694,0508,0709,0806,0906,
1674086694,0500,0702,0805,0906,
1674086694,0503,0702,0800,0905,
1674086694,0504,0701,0802,0909,
1674086694,0506,0709,0807,0900,
1674086694,0506,0709,0807,0903,
1674086694,0508,0707,0807,0909,
1674086694,0502,0708,0801,0902,
1674086694,0509,0708,0808,0900,
1674086694,0502,0703,0808,0906,
1674086694,0507,0708,0801,0901,
1674086694,0502,0705,0802,0900,
1674086694,0504,0701,0800,0901,
1674086694,0502,0709,0806,0902,
1674086694,0507,0703,0801,0901,
1674086694,0502,0703,0803,0903,
1674086694,0501,0703,0803,0905,
1674086694,0508,0703,0801,0905,
1674086694,0502,0704,0808,0906,
1674086694,0500,0702,0806,0904,
1674086694,0504,0706,0807,0908,
1674086694,0505,0705,0801,0902,
1674086694,0509,0702,0803,0903,
1674086694,0505,0708,0806,0908,
1674086694,0501,0702,0804,0901,
1674086694,0505,0705,0806,0909,
1674086694,0502,0704,0805,0902,
1674086694,0509,0703,0808,0903,
1674086694,0509,0706,0801,0907,
1674086694,0501,0702,0801,0902,
1674086694,0507,0707,0805,0902,
1674086694,0507,0704,0803,0901,
1674086694,0508,0707,0802,0903,
1674086694,0504,0701,0803,0906,
1674086694,0505,0700,0808,0906,
1674086694,0504,0707,0809,0905,
1674086694,0505,0703,0804,0908,
1674086694,0507,0708,0801,0904,
1674086694,0505,0708,0807,0904,
1674086694,0502,0700,0805,0900,
1674086694,0509,0708,0806,0903,
1674086694,0509,0701,0800,0906,
1674086694,0503,0700,0803,0907,
1674086694,0509,0704,0805,0904,
1674086694,0509,0709,0803,0907,
1674086694,0507,0706,0801,0904,
1674086694,0504,0700,0809,0909,
1674086694,0502,0704,0801,0901,
1674086694,0504,0709,0807,0905,
1674086694,0500,0709,0804,0904,
1674086694,0509,0709,0803,0901,
1674086694,0505,0700,0805,0905,
1674086694,0500,0700,0802,0909,
1674086694,0506,0705,0806,0903,
1674086694,0506,0705,0802,0900,
1674086694,0501,0705,0804,0908,
1674086694,0505,0701,0805,0907,
1674086694,0500,0709,0801,0901,
1674086694,0500,0707,0802,0906,
1674086694,0507,0700,0801,0909,
1674086694,0500,0705,0801,0909,
1674086694,0500,0707,0802,0908,
1674086694,0504,0706,0809,0905,
1674086694,0501,0703,0805,0908,
1674086694,0504,0701,0806,0906,
1674086694,0502,0707,0809,0905,
1674086694,0506,0704,0801,0906,
1674086694,0504,0704,0805,0906,
1674086694,0509,0706,0805,0909,
1674086694,0503,0709,0808,0907,
1674086694,0505,0709,0805,0907,
1674086694,0502,0702,0805,0908,
1674086694,0505,0701,0804,0900,
1674086694,0501,0705,0805,0909,
1674086694,0509,0708,0805,0905,
1674086694,0502,0701,0802,0903,
1674086694,0509,0709,0802,0905,
1674086694,0509,0702,0804,0904,
1674086694,0503,0701,0803,0905,
1674086694,0504,0701,0803,0909,
1674086694,0504,0709,0809,0907,
1674086694,0505,0706,0807,0904,
1674086694,0504,0702,0800,0906,
1674086694,0505,0704,0801,0907,
1674086694,0503,0706,0802,0902,
1674086694,0508,0706,0809,0902,
1674086694,0508,0702,0809,0904,
1674086694,0503,0703,0805,0908,
1674086694,0502,0707,0805,0907,
1674086694,0503,0704,0804,0900,
1674086694,0509,0706,0806,0904,
1674086694,0500,0700,0803,0905,
1674086694,0506,0705,0800,0904,
1674086694,0504,0709,0808,0904,
1674086694,0503,0700,0808,0909,
1674086694,0503,0703,0807,0907,
1674086694,0502,0704,0807,0906,
1674086694,0509,0703,0806,0908,
1674086694,0509,0704,0804,0901,
1674086694,0504,0708,0808,0900,
1674086694,0505,0708,0807,0909,
1674086694,0509,0707,0803,0903,
1674086694,0507,0703,0802,0902,
1674086694,0509,0701,0802,0901,
1674086694,0507,0701,0809,0908,
1674086694,0504,0707,0808,0905,
1674086694,0504,0705,0806,0900,
1674086694,0503,0704,0803,0900,
1674086694,0505,0702,0800,0904,
1674086694,0509,0705,0809,0909,
1674086694,0501,0703,0803,0900,
1674086694,0506,0705,0803,0904,
1674086694,0506,0703,0802,0902,
1674086694,0502,0703,0807,0906,
1674086694,0508,0705,0809,0903,
1674086694,0500,0702,0803,0907,
1674086694,0504,0705,0801,0905,
1674086694,0501,0703,0804,0904,
1674086694,0506,0700,0804,0905,
1674086694,0507,0709,0809,0906,
1674086694,0504,0703,0808,0907,
1674086694,0506,0706,0805,0906,
1674086694,0501,0704,0809,0903,
1674086694,0506,0703,0800,0902,
1674086694,0508,0704,0808,0901,
1674086694,0509,0704,0805,0907,
1674086694,0504,0701,0802,0904,
1674086694,0501,0703,0800,0905,
1674086694,0507,0708,0804,0905,
1674086694,0506,0700,0802,0900,
1674086694,0506,0703,0805,0903,
1674086694,0506,0708,0807,0907,
1674086694,0504,0705,0808,0903,
1674086694,0500,0706,0802,0906,
1674086694,0509,0705,0800,0900,
1674086694,0508,0702,0808,0907,
1674086694,0501,0702,0803,0909,
1674086694,0504,0707,0801,0901,
1674086694,0500,0707,0806,0909,
1674086694,0507,0703,0806,0901,
1674086694,0501,0706,0806,0903,
1674086694,0504,0708,0809,0904,
1674086694,0505,0702,0806,0904,
1674086694,0504,0704,0803,0907,
1674086694,0509,0708,0809,0905,
1674086694,0505,0700,0808,0908,
1674086694,0509,0706,0807,0906,
1674086694,0500,0705,0809,0903,
1674086694,0501,0707,0806,0906,
1674086694,0508,0707,0802,0903,
1674086694,0509,0708,0809,0906,
1674086694,0505,0703,0803,0906,
1674086694,0501,0702,0801,0909,
1674086694,0505,0702,0807,0904,
1674086694,0508,0704,0803,0908,
1674086694,0509,0704,0803,0902,
1674086694,0502,0709,0800,0902,
1674086694,0507,0702,0805,0908,
1674086694,0503,0705,0804,0900,
1674086694,0500,0708,0806,0901,
1674086694,0502,0709,0800,0907,
1674086694,0501,0707,0802,0900,
1674086694,0503,0707,0800,0904,
1674086694,0501,0704,0809,0905,
1674086694,0503,0709,0807,0902,
1674086694,0504,0705,0801,0909,
1674086694,0500,0705,0809,0900,
1674086694,0505,0705,0803,0908,
1674086694,0504,0706,0805,0906,
1674086694,0503,0709,0808,0909,
1674086694,0506,0708,0805,0900,
1674086694,0502,0704,0807,0908,
1674086694,0504,0705,0802,0900,
1674086694,0500,0705,0809,0902,
1674086694,0503,0708,0804,0908,
1674086694,0505,0709,0808,0901,
1674086694,0505,0706,0809,0901,
1674086694,0505,0707,0800,0904,
1674086694,0508,0705,0806,0902,
1674086694,0502,0703,0802,0908,
1674086694,0508,0705,0808,0900,
1674086694,0500,0709,0802,0903,
1674086694,0509,0708,0804,0904,
1674086694,0508,0702,0807,0903,
1674086694,0508,0707,0804,0906,
1674086694,0506,0706,0800,0904,
1674086694,0504,0706,0807,0906,
1674086694,0509,0709,0804,0900,
1674086694,0506,0704,0800,0909,
1674086694,0503,0705,0802,0902,
1674086694,0503,0706,0808,0903,
1674086694,0501,0705,0807,0909,
1674086694,0504,0703,0807,0901,
1674086694,0500,0707,0807,0904,
1674086694,0505,0704,0802,0907,
1674086694,0506,0708,0807,0904,
1674086694,0502,0709,0803,0907,
1674086694,0504,0706,0801,0900,
1674086694,0504,0709,0803,0907,
1674086694,0506,0702,0807,0903,
1674086694,0506,0704,0806,0906,
1674086694,0504,0703,0802,0901,
1674086694,0500,0706,0808,0908,
1674086694,0504,0707,0802,0908,
1674086694,0507,0706,0807,0903,
1674086694,0504,0708,0805,0900,
1674086694,0509,0701,0808,0907,
1674086694,0503,0707,0800,0909,
1674086694,0503,0706,0807,0907,
1674086694,0502,0709,0801,0902,
1674086694,0507,0709,0800,0903,
1674086694,0509,0704,0801,0908,
1674086694,0500,0708,0803,0906,
1674086694,0508,0709,0807,0907,
1674086694,0500,0705,0805,0903,
1674086694,0502,0707,0805,0905,
1674086694,0506,0702,0805,0908,
1674086694,0502,0706,0802,0901,
1674086694,0507,0702,0805,0908,
1674086694,0506,0706,0806,0909,
1674086694,0507,0702,0805,0905,
1674086694,0501,0702,0805,0903,
1674086694,0509,0702,0808,0901,
1674086694,0501,0703,0809,0907,
1674086694,0506,0706,0807,0900,
1674086694,0504,0709,0801,0903,
1674086694,0503,0706,0802,0902,
1674086694,0505,0700,0801,0904,
1674086694,0504,0708,0809,0907,
1674086694,0503,0706,0800,0902,
1674086694,0508,0701,0806,0900,
1674086694,0506,0707,0809,0902,
1674086694,0503,0707,0804,0907,
1674086694,0508,0708,0802,0902,
1674086694,0506,0706,0804,0903,
1674086694,0507,0707,0807,0901,
1674086694,0505,0709,0809,0908,
1674086694,0505,0701,0803,0906,
1674086694,0504,0709,0808,0901,
1674086694,0508,0707,0805,0901,
1674086694,0506,0700,0800,0905,
1674086694,0500,0702,0807,0906,
1674086694,0509,0703,0800,0908,
1674086694,0500,0709,0801,0907,
1674086694,0508,0702,0808,0904,
1674086694,0506,0701,0800,0900,
1674086694,0502,0700,0801,0900,
1674086694,0509,0707,0803,0906,
1674086694,0509,0703,0803,0901,
1674086694,0507,0702,0809,0908,
1674086694,0505,0709,0808,0907,
1674086694,0501,0700,0806,0909,
1674086694,0504,0704,0803,0900,
1674086694,0507,0705,0803,0909,
1674086694,0507,0704,0801,0907,
1674086694,0503,0704,0803,0902,
1674086694,0509,0708,0805,0909,
1674086694,0500,0705,0807,0907,
1674086694,0506,0706,0806,0907,
1674086694,0508,0702,0807,0904,
1674086694,0507,0702,0807,0904,
1674086694,0508,0700,0806,0905,
1674086694,0504,0709,0804,0900,
1674086694,0504,0709,0802,0905,
1674086694,0507,0708,0804,0909,
1674086694,0505,0702,0806,0901,
1674086694,0500,0704,0809,0900,
1674086694,0507,0706,0806,0906,
1674086694,0508,0703,0802,0908,
1674086694,0503,0708,0806,0900,
1674086694,0508,0700,0800,0904,
1674086694,0500,0702,0809,0907,
1674086694,0502,0706,0807,0907,
1674086694,0500,0705,0801,0902,
